__v,_id,auction.count,auction.ending,auction.id,auction.name,auction.price,auction.seller,id,sales
0,61bcf6d791d31c9d3daa2343,1,1639788955779,LVL_1_EPIC_ENDERMAN,[lvl 1] Epic Enderman,149998,73e3df6a8f33459fbd36bf185253a427,LVL_1_EPIC_ENDERMAN,"[{""price"":1500000,""count"":1},{""price"":149998,""count"":1},{""price"":150000,""count"":1},{""price"":500000,""count"":1},{""price"":150000,""count"":1},{""price"":260000,""count"":1},{""price"":220000,""count"":1},{""price"":900000,""count"":1},{""price"":150000,""count"":1},{""price"":150000,""count"":1},{""price"":149999,""count"":1},{""price"":200000,""count"":1},{""price"":200000,""count"":1},{""price"":200000,""count"":1},{""price"":150000,""count"":1},{""price"":700000,""count"":1},{""price"":350000,""count"":1}]"
0,61bcf6d791d31c9d3daa234e,1,1639795228171,FINAL_DESTINATION_BOOTS,Final Destination Boots,925000,0833688fa8ac4b1fa734ed7f6ad34ab5,FINAL_DESTINATION_BOOTS,"[{""price"":12999999,""count"":1},{""price"":950000,""count"":1},{""price"":17000000,""count"":1},{""price"":30000000,""count"":1},{""price"":4000000,""count"":1},{""price"":30000000,""count"":1},{""price"":950000,""count"":1},{""price"":950000,""count"":1},{""price"":9000000,""count"":1},{""price"":11500000,""count"":1},{""price"":25000000,""count"":1},{""price"":950000,""count"":1},{""price"":950000,""count"":1},{""price"":130000000,""count"":1},{""price"":4000000,""count"":1},{""price"":25999000,""count"":1},{""price"":950000,""count"":1},{""price"":40000000,""count"":1},{""price"":20590000,""count"":1},{""price"":1000000,""count"":1},{""price"":42000000,""count"":1},{""price"":10000000,""count"":1},{""price"":24000000,""count"":1},{""price"":17000000,""count"":1},{""price"":950000,""count"":1},{""price"":32000000,""count"":1},{""price"":15000000,""count"":1},{""price"":90000000,""count"":1},{""price"":1400000,""count"":1},{""price"":35000000,""count"":1},{""price"":9750000,""count"":1},{""price"":1000000,""count"":1},{""price"":950000,""count"":1},{""price"":28000000,""count"":1},{""price"":38000000,""count"":1},{""price"":10000000,""count"":1},{""price"":21500000,""count"":1},{""price"":3500000,""count"":1},{""price"":5500000,""count"":1},{""price"":7600000,""count"":1},{""price"":950000,""count"":1},{""price"":4500000,""count"":1},{""price"":1200000,""count"":1},{""price"":15000000,""count"":1},{""price"":3800000,""count"":1},{""price"":950000,""count"":1},{""price"":29000000,""count"":1},{""price"":70000000,""count"":1},{""price"":950000,""count"":1},{""price"":1200000,""count"":1},{""price"":30000000,""count"":1},{""price"":25000000,""count"":1},{""price"":950000,""count"":1},{""price"":21000000,""count"":1},{""price"":38700000,""count"":1},{""price"":14000000,""count"":1},{""price"":14300000,""count"":1},{""price"":2049999,""count"":1},{""price"":1600000,""count"":1},{""price"":950000,""count"":1},{""price"":4000000,""count"":1},{""price"":35999999,""count"":1},{""price"":950000,""count"":1},{""price"":12000000,""count"":1},{""price"":3000000,""count"":1},{""price"":23200000,""count"":1},{""price"":29999999,""count"":1},{""price"":925000,""count"":1},{""price"":950000,""count"":1},{""price"":9000000,""count"":1},{""price"":6000000,""count"":1},{""price"":33000000,""count"":1},{""price"":25000000,""count"":1}]"
0,61bcf6d791d31c9d3daa2363,1,1639860231907,PROTECTOR_DRAGON_LEGGINGS,Protector Dragon Leggings,100016,5a814523688e4519801e05423937c566,PROTECTOR_DRAGON_LEGGINGS,"[{""price"":69000000,""count"":1},{""price"":210000,""count"":1},{""price"":105036,""count"":1},{""price"":450000,""count"":1},{""price"":600000,""count"":1},{""price"":6666666,""count"":1},{""price"":30000000,""count"":1},{""price"":15000000,""count"":1},{""price"":400000,""count"":1},{""price"":65656565,""count"":1},{""price"":95000000,""count"":1},{""price"":32000000,""count"":1},{""price"":270000,""count"":1},{""price"":1250000,""count"":1},{""price"":2000000,""count"":1},{""price"":100016,""count"":1},{""price"":178000,""count"":1},{""price"":700000,""count"":1},{""price"":2400000,""count"":1},{""price"":1900000,""count"":1},{""price"":350000,""count"":1},{""price"":180000,""count"":1},{""price"":400000,""count"":1},{""price"":500000,""count"":1}]"
0,61bcf6d791d31c9d3daa236e,1,1639912866361,DIAMOND_SADAN_HEAD,Diamond Sadan Head ✪✪✪✪✪,270000000,f6c2f98e760b40cdbcc20539ee5e5d47,DIAMOND_SADAN_HEAD,"[{""price"":299998000,""count"":1},{""price"":275000000,""count"":1},{""price"":295000000,""count"":1},{""price"":310000000,""count"":1},{""price"":409999999,""count"":1},{""price"":320000000,""count"":1},{""price"":293999999,""count"":1},{""price"":335000000,""count"":1},{""price"":380000000,""count"":1},{""price"":350000000,""count"":1},{""price"":299000000,""count"":1},{""price"":270000000,""count"":1},{""price"":310000000,""count"":1},{""price"":280000000,""count"":1},{""price"":281000000,""count"":1}]"
0,61bcf6d791d31c9d3daa2379,1,1639778979682,LVL_1_LEGENDARY_HOUND,[lvl 1] Legendary Hound,2899999,f88a21b913264537b0fd4b8cdbedcc8e,LVL_1_LEGENDARY_HOUND,"[{""price"":3000000,""count"":1},{""price"":2900000,""count"":1},{""price"":2899999,""count"":1},{""price"":3500000,""count"":1},{""price"":3400000,""count"":1}]"
0,61bcf6d791d31c9d3daa2385,1,1639941924996,BANE_OF_ARTHROPODS_7,Bane Of Arthropods 7,7400000,36780d1e25944040b2963fff55054783,BANE_OF_ARTHROPODS_7,"[{""price"":33000000,""count"":1},{""price"":26000000,""count"":1},{""price"":18000000,""count"":1},{""price"":7400000,""count"":1},{""price"":12000000,""count"":1},{""price"":45000000,""count"":1},{""price"":7999999,""count"":1},{""price"":26000000,""count"":1},{""price"":26000000,""count"":1},{""price"":7500000,""count"":1},{""price"":17500000,""count"":1},{""price"":12999999,""count"":1},{""price"":26000000,""count"":1}]"
0,61bcf6d791d31c9d3daa238b,1,1639938678020,ULTIMATE_SWARM_4,Ultimate Swarm 4,4500000,75e3e6c5280b4a2daa0f841827700586,ULTIMATE_SWARM_4,"[{""price"":4949000,""count"":1},{""price"":4999000,""count"":1},{""price"":4900000,""count"":1},{""price"":4500000,""count"":1},{""price"":4999000,""count"":1},{""price"":4948000,""count"":1}]"
0,61bcf6d791d31c9d3daa2398,1,1639775785161,CAMPFIRE,Fire Pit,888000,e676b7ba786b4b659ee76c354fded9f4,CAMPFIRE,"[{""price"":3000000,""count"":1},{""price"":1000000,""count"":1},{""price"":3000000,""count"":1},{""price"":888000,""count"":1}]"
0,61bcf6d791d31c9d3daa23a3,1,1639784656302,LVL_100_LEGENDARY_JELLYFISH,[lvl 100] Legendary Jellyfish,17000000,d9e48b5a618144b99b7610fda9b32cf1,LVL_100_LEGENDARY_JELLYFISH,"[{""price"":17000000,""count"":1},{""price"":17500000,""count"":1},{""price"":17990000,""count"":1},{""price"":23000000,""count"":1},{""price"":20000000,""count"":1},{""price"":17900000,""count"":1},{""price"":20000000,""count"":1}]"
0,61bcf6d791d31c9d3daa23ae,1,1639795101623,SPONGE_CHESTPLATE,Sponge Chestplate,750000,bb6232866b5041069abf8a98cffa291b,SPONGE_CHESTPLATE,"[{""price"":50000000,""count"":1},{""price"":800000,""count"":1},{""price"":900000,""count"":1},{""price"":800000,""count"":1},{""price"":799000,""count"":1},{""price"":750000,""count"":1},{""price"":750000,""count"":1},{""price"":1000000,""count"":1},{""price"":800000,""count"":1}]"
