__v,_id,buyOrders,buyPrice,buyVolume,id,name,sellOrders,sellPrice,sellVolume
0,614ba237afe1ed4d9d5c0ee5,201,1519985.1142857142,3446,JERRY_BOX_GOLDEN,Jerry Box Golden,113,1309419.811827957,3648
0,614ba238afe1ed4d9d5c0efa,65,44442.24705882353,5179,PUMPKIN_GUTS,Pumpkin Guts,14,38940.6139088729,5387
0,614ba238afe1ed4d9d5c0f0d,68,1448.2651162790698,62327,ENCHANTED_CACTUS_GREEN,Enchanted Cactus Green,124,1089.4,240208
0,614ba238afe1ed4d9d5c0f26,439,3864000.2222826085,8870,BOOSTER_COOKIE,Booster Cookie,610,3792815.6519801985,9150
0,614ba238afe1ed4d9d5c0f3d,0,0,0,ENCHANTED_CARROT_ON_A_STICK,Enchanted Carrot On A Stick,0,0,0
0,614ba238afe1ed4d9d5c0f63,52,948.2932084309134,42362,ENCHANTED_ENDSTONE,Enchanted Endstone,54,840.3700893533243,223983
0,614ba238afe1ed4d9d5c0f92,118,40232.98806818182,18321,ENCHANTED_LAPIS_LAZULI_BLOCK,Enchanted Lapis Lazuli Block,249,39026.552577167335,141418
0,614ba238afe1ed4d9d5c0fce,40,72386.12402597403,6799,ENCHANTED_COOKIE,Enchanted Cookie,40,61483.45697858842,76491
0,614ba238afe1ed4d9d5c0fe5,31,979994.8949790795,600,COLOSSAL_EXP_BOTTLE,Colossal Exp Bottle,65,65799.65089617656,104431
0,614ba238afe1ed4d9d5c1006,87,494.9,159228,ENCHANTED_SAND,Enchanted Sand,60,408.3862954690491,380214
0,614ba238afe1ed4d9d5c1021,108,1284.5725102880658,139796,ENCHANTED_STRING,Enchanted String,44,1209.5,859722
0,614ba238afe1ed4d9d5c1036,39,27411.498837209303,1272,STRONG_FRAGMENT,Strong Fragment,119,22952.612965964345,30552
0,614ba238afe1ed4d9d5c104b,51,16.5,1314251,SLIME_BALL,Slime Ball,54,13.012039379498344,2342110
0,614ba238afe1ed4d9d5c105e,139,2500.7558378705385,31805,HOLY_FRAGMENT,Holy Fragment,85,2325.3866022099446,211121
0,614ba238afe1ed4d9d5c1076,93,0.5986600721196477,2424458,SNOW_BALL,Snow Ball,65,0.24337816108756027,3873234
0,614ba239afe1ed4d9d5c108a,60,371.76760150690666,90109,ENCHANTED_ACACIA_LOG,Enchanted Acacia Log,20,320.1,422932
0,614ba239afe1ed4d9d5c10a2,79,1706.65,12882,ENCHANTED_EGG,Enchanted Egg,53,1371.5,567251
0,614ba239afe1ed4d9d5c10b9,68,4.486676409080602,891665,SAND,Sand,21,2.6172789539227894,638808
0,614ba239afe1ed4d9d5c10cc,68,319.991071730217,273420,FLAWED_RUBY_GEM,Flawed Ruby Gem,31,311.8505072969595,938147
0,614ba239afe1ed4d9d5c10e9,34,26167.6,5480,FINE_JADE_GEM,Fine Jade Gem,62,25156.443080423385,55417
0,614ba239afe1ed4d9d5c10fd,23,2299990.4125,380,SOUL_FRAGMENT,Soul Fragment,38,2015542.8540983608,2875
0,614ba239afe1ed4d9d5c1114,78,4.5,804721,RAW_CHICKEN,Raw Chicken,14,3.6,502348
0,614ba239afe1ed4d9d5c1128,17,6498999.875,151,PLASMA_BUCKET,Plasma Bucket,183,5822953.042857142,2420
0,614ba239afe1ed4d9d5c113c,106,316.887715568155,151152,ANCIENT_CLAW,Ancient Claw,73,209.3,529500
0,614ba239afe1ed4d9d5c1157,25,6737093.083636363,360,FLAWLESS_JASPER_GEM,Flawless Jasper Gem,41,4063375.2186379945,71974
0,614ba239afe1ed4d9d5c116a,349,628.3198115711252,341372,ENCHANTED_LAPIS_LAZULI,Enchanted Lapis Lazuli,52,585.5237955037749,863169
0,614ba239afe1ed4d9d5c117f,187,276.2676417888617,1334925,ENCHANTED_GHAST_TEAR,Enchanted Ghast Tear,65,205.3023556860089,1871513
0,614ba239afe1ed4d9d5c1192,59,480,347146,ENCHANTED_COCOA,Enchanted Cocoa,42,459.6530174391923,1065898
0,614ba23aafe1ed4d9d5c11a6,37,30542.84157894737,7375,FINE_TOPAZ_GEM,Fine Topaz Gem,106,28708.48589981447,26633
0,614ba23aafe1ed4d9d5c11b9,69,30,810413,CARROT_BAIT,Carrot Bait,21,19.3,336606
0,614ba23aafe1ed4d9d5c11cc,84,25986.9,24200,FINE_RUBY_GEM,Fine Ruby Gem,11,25078.2,22141
0,614ba23aafe1ed4d9d5c11e3,98,0.4999160701843289,1894792,SEEDS,Seeds,38,0.3,2149667
0,614ba23aafe1ed4d9d5c11ff,160,5200,131300,ENCHANTED_LEATHER,Enchanted Leather,80,4967.875673005085,177181
0,614ba23aafe1ed4d9d5c1213,12,23131.6,1213,ENCHANTED_SHARK_FIN,Enchanted Shark Fin,89,17028.774227642276,13821
0,614ba23aafe1ed4d9d5c1226,197,1987.154548749547,112635,ENCHANTED_SPONGE,Enchanted Sponge,24,1951.3,435472
0,614ba23aafe1ed4d9d5c123b,64,7400564.318018017,4900,PERFECT_AMBER_GEM,Perfect Amber Gem,87,5336301.44853229,22957
0,614ba23aafe1ed4d9d5c1250,76,33.476559925177035,335599,HAY_BLOCK,Hay Block,52,27.7,1826876
0,614ba23aafe1ed4d9d5c1267,49,16.988526699161067,574455,FLINT,Flint,28,13.939886934673366,1269488
0,614ba23aafe1ed4d9d5c127e,159,1081.1847894406035,79016,INK_SACK,Ink Sack,19,981.4733728346743,367066
0,614ba23aafe1ed4d9d5c1293,118,1416.0999999999997,265073,ENCHANTED_ROTTEN_FLESH,Enchanted Rotten Flesh,47,1316.242174293209,286875
0,614ba23aafe1ed4d9d5c12a6,119,446.3799944135193,458298,WOLF_TOOTH,Wolf Tooth,45,401.2,1496745
0,614ba23aafe1ed4d9d5c12c9,179,1355.7258796821793,145854,ENCHANTED_SPRUCE_LOG,Enchanted Spruce Log,25,1110.8047948164146,264243
0,614ba23bafe1ed4d9d5c12dc,35,196396.20000000004,1858,ENCHANTED_GRILLED_PORK,Enchanted Grilled Pork,87,164002.00095693782,11805
0,614ba23bafe1ed4d9d5c12f2,18,499.70000000000005,164266,ENCHANTED_NETHER_STALK,Enchanted Nether Stalk,57,474.1,2789855
0,614ba23bafe1ed4d9d5c1305,92,36474.40267175573,21201,ENCHANTED_REDSTONE_BLOCK,Enchanted Redstone Block,99,33673.86314303639,111730
0,614ba23bafe1ed4d9d5c131c,92,179751.19970414205,25776,ENCHANTED_QUARTZ_BLOCK,Enchanted Quartz Block,40,176268.1046444122,16116
0,614ba23bafe1ed4d9d5c132f,19,6117.6,8903,ENCHANTED_ANCIENT_CLAW,Enchanted Ancient Claw,39,4818.5,76124
0,614ba23bafe1ed4d9d5c1343,246,808.1079466119097,241352,GREEN_CANDY,Green Candy,58,800.6443589551681,1693394
0,614ba23bafe1ed4d9d5c1361,86,249.50069156010227,414338,ENCHANTED_REDSTONE,Enchanted Redstone,148,212.8020967606931,2150185
0,614ba23bafe1ed4d9d5c1382,51,60282.30243902439,9864,ENCHANTED_REDSTONE_LAMP,Enchanted Redstone Lamp,20,46452.52342342342,1910
0,614ba23bafe1ed4d9d5c1397,69,21739.362020905926,13500,TREASURITE,Treasurite,47,18395.737609520074,30627
0,614ba23bafe1ed4d9d5c13cf,87,730959.9071428571,653,DWARVEN_COMPACTOR,Dwarven Compactor,54,692500.591935484,1784
0,614ba23bafe1ed4d9d5c13ea,156,1068499.9989583334,3148,GREAT_WHITE_SHARK_TOOTH,Great White Shark Tooth,48,965451.7,1788
0,614ba23bafe1ed4d9d5c13ff,70,5.6,986482,GRAVEL,Gravel,29,3.204241849097811,1187782
0,614ba23bafe1ed4d9d5c1413,59,9.8,1031041,MELON,Melon,92,6.714295893895627,4589108
0,614ba23bafe1ed4d9d5c1426,89,237385.09333333332,3272,ENCHANTED_LAVA_BUCKET,Enchanted Lava Bucket,199,226006.72857142857,6986
0,614ba23cafe1ed4d9d5c143b,145,204494.69416058395,4854,ENCHANTED_PACKED_ICE,Enchanted Packed Ice,80,72034.48217378752,142169
0,614ba23cafe1ed4d9d5c144f,111,15.187774692103355,474302,RAW_FISH:3,Raw Fish:3,24,13,725650
0,614ba23cafe1ed4d9d5c1466,84,400.69421813403414,15969,ENCHANTED_PRISMARINE_SHARD,Enchanted Prismarine Shard,8,400,180854
0,614ba23cafe1ed4d9d5c1479,311,6246406.266666667,564,RECOMBOBULATOR_3000,Recombobulator 3000,560,5969270.587783375,38452
0,614ba23cafe1ed4d9d5c148c,132,256087.00594594594,8160,ENCHANTED_IRON_BLOCK,Enchanted Iron Block,66,245155.9468497576,26104
0,614ba23cafe1ed4d9d5c14a1,30,18999,489,ENCHANTED_CARROT_STICK,Enchanted Carrot Stick,41,7006.900390625,2648
0,614ba23cafe1ed4d9d5c14ad,88,2.516171601266661,1588040,BONE,Bone,12,1.8000000000000003,343787
0,614ba23cafe1ed4d9d5c14b9,31,19.780522862723494,186565,RAW_FISH:2,Raw Fish:2,31,18.900506998310004,1139673
0,614ba23cafe1ed4d9d5c14d1,16,11.3,186082,RAW_FISH:1,Raw Fish:1,19,9,1052994
0,614ba23cafe1ed4d9d5c14ea,310,1.563857136643826,10814969,REVENANT_FLESH,Revenant Flesh,60,1,3672947
0,614ba23cafe1ed4d9d5c1504,55,76476.57404682275,15736,ENCHANTED_GLOWSTONE,Enchanted Glowstone,65,73479.01553902059,79970
0,614ba23cafe1ed4d9d5c1511,44,2247.7073170731705,26231,ENCHANTED_PORK,Enchanted Pork,63,1916.281193615545,172861
0,614ba23cafe1ed4d9d5c1525,26,10.85,175515,ROUGH_JASPER_GEM,Rough Jasper Gem,36,9,2417167
0,614ba23dafe1ed4d9d5c1536,73,3.9625054182921544,451383,FEATHER,Feather,31,2.2,1700163
0,614ba23dafe1ed4d9d5c154a,394,2060.9868536585363,397599,WHALE_BAIT,Whale Bait,85,1778.2224804363293,922490
0,614ba23dafe1ed4d9d5c155d,36,3.6000000000000005,380955,NETHERRACK,Netherrack,39,2.127238733488734,2273973
0,614ba23dafe1ed4d9d5c1573,65,53.89106826677159,169515,SPONGE,Sponge,21,47.335762195121944,563487
0,614ba23dafe1ed4d9d5c1587,172,47.295999672997795,814060,BLAZE_ROD,Blaze Rod,95,44.8,1380975
0,614ba23dafe1ed4d9d5c159b,65,405.5,210771,ENCHANTED_DARK_OAK_LOG,Enchanted Dark Oak Log,18,320.2013078032259,421277
0,614ba23dafe1ed4d9d5c15ae,83,5882.4,15005,YOUNG_FRAGMENT,Young Fragment,437,5167.0678305851925,149872
0,614ba23dafe1ed4d9d5c15c2,17,2459300,59,FLAWLESS_TOPAZ_GEM,Flawless Topaz Gem,197,2202372.692592593,842
0,614ba23dafe1ed4d9d5c15d5,26,3246.877192982456,4762,ENCHANTED_CLOWNFISH,Enchanted Clownfish,29,3173.940369209335,90435
0,614ba23dafe1ed4d9d5c15f1,30,34469.89989754098,16284,REFINED_MINERAL,Refined Mineral,44,32301.534908604546,31050
0,614ba23dafe1ed4d9d5c1605,240,1246.3984599797368,729041,ENCHANTED_GOLD,Enchanted Gold,68,1209.1,822619
0,614ba23dafe1ed4d9d5c1619,62,685.2543058685217,422579,ENCHANTED_RAW_CHICKEN,Enchanted Raw Chicken,12,624.4,66807
